https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDC,Volume USDT,tradecount
1624201200000,2021-06-20 15:00:00,USDC/USDT,0.99990000,1.00080000,0.99980000,0.99980000,9825513.69000000,9828171.67475600,2519
1624197600000,2021-06-20 14:00:00,USDC/USDT,0.99980000,1.00020000,0.99980000,0.99990000,3582666.56000000,3582444.75953700,1612
1624194000000,2021-06-20 13:00:00,USDC/USDT,1.00000000,1.00020000,0.99970000,0.99980000,5260297.12000000,5260050.97348200,1642
1624190400000,2021-06-20 12:00:00,USDC/USDT,1.00000000,1.00040000,1.00000000,1.00010000,12538341.83000000,12541143.66289300,3180
1624186800000,2021-06-20 11:00:00,USDC/USDT,1.00030000,1.00040000,0.99970000,1.00000000,6316955.94000000,6317739.76830800,2083
1624183200000,2021-06-20 10:00:00,USDC/USDT,1.00010000,1.00040000,0.99980000,1.00030000,9220776.30000000,9221794.78432000,2622
1624179600000,2021-06-20 09:00:00,USDC/USDT,1.00020000,1.00040000,0.99980000,1.00020000,5021492.26000000,5022431.53711200,1638
1624176000000,2021-06-20 08:00:00,USDC/USDT,1.00010000,1.00020000,1.00000000,1.00020000,2092512.97000000,2092850.37220400,1077
1624172400000,2021-06-20 07:00:00,USDC/USDT,1.00010000,1.00060000,1.00000000,1.00020000,9118737.44000000,9121399.65098300,2646
1624168800000,2021-06-20 06:00:00,USDC/USDT,1.00000000,1.00020000,0.99990000,1.00000000,3119080.37000000,3119255.01017300,1430
1624165200000,2021-06-20 05:00:00,USDC/USDT,0.99980000,1.00000000,0.99970000,0.99990000,2023521.66000000,2023096.16000600,834
1624161600000,2021-06-20 04:00:00,USDC/USDT,0.99990000,1.00040000,0.99970000,0.99980000,19647214.52000000,19648531.67375900,4344
1624158000000,2021-06-20 03:00:00,USDC/USDT,0.99990000,0.99990000,0.99980000,0.99990000,2414084.77000000,2413739.34792700,940
1624154400000,2021-06-20 02:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99980000,1016501.15000000,1016353.12125200,765
1624150800000,2021-06-20 01:00:00,USDC/USDT,0.99990000,0.99990000,0.99970000,0.99980000,1913123.60000000,1912766.26976900,744
1624147200000,2021-06-20 00:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,0.99980000,4582121.58000000,4581878.53689300,1347
1624143600000,2021-06-19 23:00:00,USDC/USDT,0.99980000,1.00010000,0.99980000,0.99990000,3528609.31000000,3528348.45844100,1143
1624140000000,2021-06-19 22:00:00,USDC/USDT,0.99980000,1.00000000,0.99980000,0.99990000,2577875.09000000,2577686.21315200,1176
1624136400000,2021-06-19 21:00:00,USDC/USDT,0.99980000,0.99990000,0.99950000,0.99990000,2706925.31000000,2706092.09172200,1182
1624132800000,2021-06-19 20:00:00,USDC/USDT,0.99990000,0.99990000,0.99970000,0.99970000,2577886.05000000,2577419.44772700,1582
1624129200000,2021-06-19 19:00:00,USDC/USDT,0.99960000,0.99990000,0.99960000,0.99990000,5902177.46000000,5900838.98448400,1599
1624125600000,2021-06-19 18:00:00,USDC/USDT,0.99980000,0.99980000,0.99960000,0.99960000,2373721.40000000,2372962.65335900,1391
1624122000000,2021-06-19 17:00:00,USDC/USDT,0.99960000,0.99980000,0.99950000,0.99980000,1062741.86000000,1062301.65129900,1117
1624118400000,2021-06-19 16:00:00,USDC/USDT,0.99950000,0.99980000,0.99940000,0.99950000,3358284.16000000,3356783.76246300,1384
1624114800000,2021-06-19 15:00:00,USDC/USDT,0.99940000,0.99950000,0.99930000,0.99950000,5774722.75000000,5771520.97059800,1790
1624111200000,2021-06-19 14:00:00,USDC/USDT,0.99950000,0.99950000,0.99940000,0.99950000,5020092.26000000,5017352.92705000,1411
1624107600000,2021-06-19 13:00:00,USDC/USDT,0.99960000,0.99960000,0.99940000,0.99950000,6085937.66000000,6082973.99659600,1744
1624104000000,2021-06-19 12:00:00,USDC/USDT,0.99980000,0.99980000,0.99950000,0.99960000,10974346.04000000,10969771.90607000,2381
1624100400000,2021-06-19 11:00:00,USDC/USDT,0.99960000,1.00010000,0.99950000,0.99970000,8877686.43000000,8875208.50879300,1582
1624096800000,2021-06-19 10:00:00,USDC/USDT,0.99960000,0.99960000,0.99920000,0.99960000,4446326.48000000,4444072.80456200,1628
1624093200000,2021-06-19 09:00:00,USDC/USDT,0.99950000,0.99960000,0.99940000,0.99960000,9095776.26000000,9091399.65687600,1878
1624089600000,2021-06-19 08:00:00,USDC/USDT,0.99980000,0.99980000,0.99950000,0.99960000,6517164.75000000,6514714.68423500,1485
1624086000000,2021-06-19 07:00:00,USDC/USDT,0.99980000,0.99980000,0.99960000,0.99970000,5173626.48000000,5172190.49781000,1809
1624082400000,2021-06-19 06:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99980000,4378783.14000000,4377873.12611300,1573
1624078800000,2021-06-19 05:00:00,USDC/USDT,0.99950000,0.99980000,0.99950000,0.99980000,3481536.72000000,3480111.98880300,1171
1624075200000,2021-06-19 04:00:00,USDC/USDT,0.99960000,0.99980000,0.99950000,0.99960000,4319716.20000000,4318211.47014100,1292
1624071600000,2021-06-19 03:00:00,USDC/USDT,0.99970000,0.99980000,0.99960000,0.99970000,3471869.61000000,3470733.61150700,1354
1624068000000,2021-06-19 02:00:00,USDC/USDT,0.99970000,0.99980000,0.99960000,0.99960000,1446734.28000000,1446301.97011100,950
1624064400000,2021-06-19 01:00:00,USDC/USDT,0.99970000,0.99970000,0.99960000,0.99970000,1172025.34000000,1171608.07840000,803
1624060800000,2021-06-19 00:00:00,USDC/USDT,0.99960000,0.99990000,0.99960000,0.99960000,2566565.30000000,2565821.98190300,1210
1624057200000,2021-06-18 23:00:00,USDC/USDT,0.99960000,0.99970000,0.99950000,0.99970000,2412720.80000000,2411771.72019600,1198
1624053600000,2021-06-18 22:00:00,USDC/USDT,0.99950000,0.99970000,0.99950000,0.99960000,3477186.52000000,3475780.24231200,1307
1624050000000,2021-06-18 21:00:00,USDC/USDT,0.99950000,0.99960000,0.99950000,0.99950000,2140217.83000000,2139281.53470000,963
1624046400000,2021-06-18 20:00:00,USDC/USDT,0.99960000,0.99970000,0.99950000,0.99950000,4954769.80000000,4952802.55263500,1527
1624042800000,2021-06-18 19:00:00,USDC/USDT,0.99960000,1.00010000,0.99960000,0.99960000,6261771.73000000,6260902.59633800,2064
1624039200000,2021-06-18 18:00:00,USDC/USDT,0.99970000,1.00000000,0.99950000,0.99970000,6611528.31000000,6609526.00788400,1829
1624035600000,2021-06-18 17:00:00,USDC/USDT,0.99960000,0.99980000,0.99960000,0.99970000,3736398.68000000,3735449.14316700,1405
1624032000000,2021-06-18 16:00:00,USDC/USDT,0.99980000,0.99990000,0.99940000,0.99970000,4493459.18000000,4492015.10694200,1618
1624028400000,2021-06-18 15:00:00,USDC/USDT,0.99980000,1.00000000,0.99970000,0.99980000,8611091.05000000,8609569.54917700,2218
1624024800000,2021-06-18 14:00:00,USDC/USDT,1.00010000,1.00010000,0.99950000,0.99980000,11089485.72000000,11086782.76770400,3201
1624021200000,2021-06-18 13:00:00,USDC/USDT,1.00000000,1.00020000,0.99990000,1.00010000,3891225.25000000,3891481.76009100,1735
1624017600000,2021-06-18 12:00:00,USDC/USDT,0.99990000,1.00010000,0.99990000,1.00000000,6524790.15000000,6524955.35008000,1977
1624014000000,2021-06-18 11:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,1.00000000,3664882.44000000,3664736.85029900,1379
1624010400000,2021-06-18 10:00:00,USDC/USDT,0.99980000,1.00000000,0.99970000,0.99980000,5282948.95000000,5282140.61561900,1422
1624006800000,2021-06-18 09:00:00,USDC/USDT,0.99990000,1.00010000,0.99970000,0.99970000,4033527.47000000,4033064.51262100,1625
1624003200000,2021-06-18 08:00:00,USDC/USDT,1.00010000,1.00010000,0.99990000,0.99990000,4068749.76000000,4068713.80722400,1519
1623999600000,2021-06-18 07:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,1.00010000,2735812.76000000,2735518.58969400,1315
1623996000000,2021-06-18 06:00:00,USDC/USDT,0.99980000,1.00000000,0.99970000,0.99990000,2542311.62000000,2541986.59658300,1257
1623992400000,2021-06-18 05:00:00,USDC/USDT,1.00000000,1.00010000,0.99970000,0.99980000,5492110.06000000,5491946.16305800,1416
1623988800000,2021-06-18 04:00:00,USDC/USDT,0.99980000,1.00000000,0.99980000,0.99990000,3888127.35000000,3887741.12447600,1163
1623985200000,2021-06-18 03:00:00,USDC/USDT,0.99990000,1.00000000,0.99980000,0.99980000,2211652.37000000,2211514.63429000,1105
1623981600000,2021-06-18 02:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,1.00000000,3631377.55000000,3631124.93408600,1286
1623978000000,2021-06-18 01:00:00,USDC/USDT,1.00000000,1.00000000,0.99980000,0.99990000,2313681.36000000,2313489.66805900,978
1623974400000,2021-06-18 00:00:00,USDC/USDT,1.00010000,1.00010000,0.99990000,1.00000000,2434104.32000000,2434199.15893700,934
1623970800000,2021-06-17 23:00:00,USDC/USDT,1.00020000,1.00030000,1.00000000,1.00000000,1964386.70000000,1964619.18731200,1353
1623967200000,2021-06-17 22:00:00,USDC/USDT,0.99990000,1.00040000,0.99980000,1.00030000,3436575.24000000,3437204.99528000,1796
1623963600000,2021-06-17 21:00:00,USDC/USDT,0.99990000,1.00090000,0.99980000,0.99980000,5603500.93000000,5605377.31966100,1697
1623960000000,2021-06-17 20:00:00,USDC/USDT,1.00020000,1.00030000,0.99990000,0.99990000,3085898.43000000,3086148.41669300,1513
1623956400000,2021-06-17 19:00:00,USDC/USDT,1.00030000,1.00040000,0.99990000,1.00010000,8807514.61000000,8808957.36075100,1903
1623952800000,2021-06-17 18:00:00,USDC/USDT,1.00020000,1.00050000,1.00010000,1.00040000,5907506.77000000,5908907.54611100,2162
1623949200000,2021-06-17 17:00:00,USDC/USDT,1.00000000,1.00020000,1.00000000,1.00020000,3588887.25000000,3589343.71812300,1994
1623945600000,2021-06-17 16:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,1.00010000,3883062.29000000,3882833.38262700,1756
1623942000000,2021-06-17 15:00:00,USDC/USDT,1.00000000,1.00010000,0.99970000,1.00000000,7713273.04000000,7712389.32298800,1702
1623938400000,2021-06-17 14:00:00,USDC/USDT,1.00000000,1.00020000,0.99970000,1.00010000,5025756.53000000,5025816.30001800,1280
1623934800000,2021-06-17 13:00:00,USDC/USDT,1.00000000,1.00020000,0.99970000,1.00000000,7320633.90000000,7320956.42091300,1546
1623931200000,2021-06-17 12:00:00,USDC/USDT,0.99990000,1.00020000,0.99970000,0.99990000,9790298.52000000,9789089.15697400,2797
1623927600000,2021-06-17 11:00:00,USDC/USDT,1.00010000,1.00010000,0.99960000,0.99990000,4753523.64000000,4753204.44352700,1208
1623924000000,2021-06-17 10:00:00,USDC/USDT,1.00020000,1.00030000,0.99990000,1.00010000,3305612.27000000,3305882.44354000,914
1623920400000,2021-06-17 09:00:00,USDC/USDT,1.00010000,1.00020000,0.99960000,1.00020000,8234777.28000000,8233781.42183900,1894
1623916800000,2021-06-17 08:00:00,USDC/USDT,1.00020000,1.00020000,0.99990000,1.00010000,2481417.47000000,2481588.64790900,1248
1623913200000,2021-06-17 07:00:00,USDC/USDT,0.99990000,1.00020000,0.99970000,1.00010000,7539727.96000000,7538873.28540500,2212
1623909600000,2021-06-17 06:00:00,USDC/USDT,0.99990000,1.00000000,0.99970000,0.99990000,4452613.68000000,4452231.17794100,1636
1623906000000,2021-06-17 05:00:00,USDC/USDT,1.00000000,1.00000000,0.99980000,1.00000000,2314488.88000000,2314339.57084600,1220
1623902400000,2021-06-17 04:00:00,USDC/USDT,1.00000000,1.00000000,0.99990000,0.99990000,2805049.66000000,2804946.67782100,1039
1623898800000,2021-06-17 03:00:00,USDC/USDT,0.99990000,1.00020000,0.99980000,1.00000000,2023538.00000000,2023591.66534400,1426
1623895200000,2021-06-17 02:00:00,USDC/USDT,1.00010000,1.00020000,0.99970000,0.99990000,2889034.58000000,2888834.48142800,1663
1623891600000,2021-06-17 01:00:00,USDC/USDT,1.00020000,1.00030000,0.99980000,1.00020000,3258546.90000000,3258691.40069400,1866
1623888000000,2021-06-17 00:00:00,USDC/USDT,1.00030000,1.00030000,0.99980000,1.00020000,3010511.94000000,3010825.89895900,1610
1623884400000,2021-06-16 23:00:00,USDC/USDT,1.00020000,1.00040000,0.99990000,1.00030000,6547200.95000000,6548069.53426500,2386
1623880800000,2021-06-16 22:00:00,USDC/USDT,1.00020000,1.00030000,1.00010000,1.00020000,3487017.71000000,3487842.02462600,1754
1623877200000,2021-06-16 21:00:00,USDC/USDT,1.00000000,1.00040000,1.00000000,1.00030000,4980055.45000000,4980977.77747000,1933
1623873600000,2021-06-16 20:00:00,USDC/USDT,1.00000000,1.00040000,0.99980000,1.00010000,4399543.77000000,4399734.00625800,2139
1623870000000,2021-06-16 19:00:00,USDC/USDT,1.00010000,1.00030000,1.00000000,1.00010000,3397954.21000000,3398471.44377900,1593
1623866400000,2021-06-16 18:00:00,USDC/USDT,1.00010000,1.00040000,1.00000000,1.00020000,4711670.21000000,4712330.60645900,2477
1623862800000,2021-06-16 17:00:00,USDC/USDT,1.00010000,1.00030000,1.00000000,1.00010000,3474257.69000000,3474695.37898700,1784
1623859200000,2021-06-16 16:00:00,USDC/USDT,1.00010000,1.00020000,0.99990000,1.00010000,3785834.49000000,3785906.39699900,2252
1623855600000,2021-06-16 15:00:00,USDC/USDT,0.99990000,1.00100000,0.99990000,1.00020000,7067083.19000000,7068089.61312000,2597
1623852000000,2021-06-16 14:00:00,USDC/USDT,0.99990000,1.00100000,0.99980000,1.00000000,8253701.58000000,8255424.95765600,2699
1623848400000,2021-06-16 13:00:00,USDC/USDT,1.00020000,1.00020000,0.99970000,0.99990000,5471807.77000000,5471473.21296700,1572
1623844800000,2021-06-16 12:00:00,USDC/USDT,0.99990000,1.00040000,0.99980000,1.00010000,6629402.42000000,6630483.22593200,2938
1623841200000,2021-06-16 11:00:00,USDC/USDT,1.00010000,1.00030000,0.99980000,0.99980000,6608246.89000000,6608052.16275600,2312
1623837600000,2021-06-16 10:00:00,USDC/USDT,1.00000000,1.00030000,0.99980000,1.00010000,8546304.58000000,8546603.35570800,2471
1623834000000,2021-06-16 09:00:00,USDC/USDT,0.99990000,1.00010000,0.99990000,1.00010000,2917588.95000000,2917524.01384000,1341
1623830400000,2021-06-16 08:00:00,USDC/USDT,1.00000000,1.00010000,0.99990000,1.00000000,4693075.76000000,4693211.34826100,1686
1623826800000,2021-06-16 07:00:00,USDC/USDT,1.00010000,1.00020000,0.99980000,0.99990000,2371290.33000000,2371219.75256500,1546
1623823200000,2021-06-16 06:00:00,USDC/USDT,1.00010000,1.00020000,0.99950000,1.00020000,9227061.85000000,9225978.97012400,2792
1623819600000,2021-06-16 05:00:00,USDC/USDT,1.00010000,1.00020000,0.99970000,1.00010000,5172544.30000000,5172709.55038000,1905
1623816000000,2021-06-16 04:00:00,USDC/USDT,1.00010000,1.00040000,1.00000000,1.00000000,4965649.69000000,4966654.07832500,1926
1623812400000,2021-06-16 03:00:00,USDC/USDT,1.00020000,1.00030000,1.00000000,1.00010000,3441131.38000000,3441707.96145000,1802
1623808800000,2021-06-16 02:00:00,USDC/USDT,1.00010000,1.00030000,0.99990000,1.00030000,5193740.57000000,5194212.88084400,1852
1623805200000,2021-06-16 01:00:00,USDC/USDT,1.00000000,1.00010000,0.99950000,1.00010000,3559986.07000000,3559583.76545100,1395
1623801600000,2021-06-16 00:00:00,USDC/USDT,1.00000000,1.00000000,0.99980000,0.99990000,1646029.06000000,1645898.20956500,1280
1623798000000,2021-06-15 23:00:00,USDC/USDT,0.99990000,1.00020000,0.99970000,0.99990000,4919727.99000000,4919250.11625900,1634
1623794400000,2021-06-15 22:00:00,USDC/USDT,0.99990000,1.00000000,0.99980000,0.99990000,4393406.84000000,4392887.38856600,1563
1623790800000,2021-06-15 21:00:00,USDC/USDT,1.00020000,1.00020000,0.99960000,0.99990000,3864383.03000000,3864185.57158200,1897
1623787200000,2021-06-15 20:00:00,USDC/USDT,1.00000000,1.00040000,0.99960000,1.00010000,7791423.79000000,7791240.11367900,2381
1623783600000,2021-06-15 19:00:00,USDC/USDT,0.99990000,1.00010000,0.99960000,1.00000000,4244068.20000000,4243692.65436300,1841
1623780000000,2021-06-15 18:00:00,USDC/USDT,1.00000000,1.00010000,0.99970000,0.99980000,7404975.94000000,7404643.34736200,2551
1623776400000,2021-06-15 17:00:00,USDC/USDT,1.00000000,1.00100000,0.99960000,0.99990000,8355317.64000000,8355059.80140800,2639
1623772800000,2021-06-15 16:00:00,USDC/USDT,1.00000000,1.00050000,0.99990000,0.99990000,8680368.88000000,8682716.28436000,2179
1623769200000,2021-06-15 15:00:00,USDC/USDT,1.00020000,1.00030000,0.99990000,1.00000000,4144470.00000000,4144621.35652000,1980
1623765600000,2021-06-15 14:00:00,USDC/USDT,1.00010000,1.00030000,0.99990000,1.00020000,6367311.88000000,6367913.76500700,2177
1623762000000,2021-06-15 13:00:00,USDC/USDT,1.00010000,1.00100000,0.99980000,1.00000000,23920060.32000000,23924759.07572800,3483
1623758400000,2021-06-15 12:00:00,USDC/USDT,1.00000000,1.00020000,0.99980000,1.00010000,9099296.48000000,9099696.51989100,2801
1623754800000,2021-06-15 11:00:00,USDC/USDT,1.00000000,1.00010000,0.99990000,1.00000000,3470835.17000000,3470794.06580400,1723
1623751200000,2021-06-15 10:00:00,USDC/USDT,0.99970000,1.00020000,0.99960000,1.00010000,7330875.98000000,7331004.98257200,2420
1623747600000,2021-06-15 09:00:00,USDC/USDT,0.99990000,0.99990000,0.99950000,0.99960000,7737836.25000000,7735262.05336800,2148
1623744000000,2021-06-15 08:00:00,USDC/USDT,1.00010000,1.00010000,0.99940000,0.99990000,5631770.83000000,5630615.87728000,2399
1623740400000,2021-06-15 07:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,1.00000000,3930900.58000000,3930719.03241900,2130
1623736800000,2021-06-15 06:00:00,USDC/USDT,0.99980000,1.00020000,0.99970000,0.99990000,3422403.92000000,3421826.93840600,1686
1623733200000,2021-06-15 05:00:00,USDC/USDT,0.99970000,0.99980000,0.99950000,0.99980000,4162088.31000000,4160673.41341200,1487
1623729600000,2021-06-15 04:00:00,USDC/USDT,0.99960000,1.00070000,0.99950000,0.99970000,3556386.03000000,3555886.77647800,1845
1623726000000,2021-06-15 03:00:00,USDC/USDT,0.99990000,0.99990000,0.99950000,0.99960000,2675001.66000000,2674349.95687300,1325
1623722400000,2021-06-15 02:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99990000,2057691.27000000,2057397.37830600,1092
1623718800000,2021-06-15 01:00:00,USDC/USDT,0.99970000,1.00000000,0.99970000,0.99990000,3404081.84000000,3403649.47989200,1526
1623715200000,2021-06-15 00:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99980000,2584717.61000000,2584253.66242300,1644
1623711600000,2021-06-14 23:00:00,USDC/USDT,0.99990000,1.00000000,0.99950000,0.99990000,4202512.86000000,4201679.60072700,1715
1623708000000,2021-06-14 22:00:00,USDC/USDT,0.99970000,1.00000000,0.99950000,0.99980000,3751426.16000000,3750534.49643400,1627
1623704400000,2021-06-14 21:00:00,USDC/USDT,0.99970000,1.00010000,0.99960000,0.99970000,4288580.14000000,4288080.92024100,2105
1623700800000,2021-06-14 20:00:00,USDC/USDT,0.99970000,1.00010000,0.99960000,0.99980000,3479804.96000000,3479230.98496800,1873
1623697200000,2021-06-14 19:00:00,USDC/USDT,0.99970000,1.00030000,0.99950000,0.99970000,4855728.47000000,4855231.82621400,2156
1623693600000,2021-06-14 18:00:00,USDC/USDT,0.99980000,1.00010000,0.99940000,0.99970000,6148419.09000000,6146884.88560800,3076
1623690000000,2021-06-14 17:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,0.99990000,7805111.19000000,7804740.66309000,2724
1623686400000,2021-06-14 16:00:00,USDC/USDT,0.99960000,1.00000000,0.99950000,1.00000000,5332570.36000000,5331078.30871000,2186
1623682800000,2021-06-14 15:00:00,USDC/USDT,0.99950000,0.99970000,0.99940000,0.99960000,7373332.13000000,7369912.71964900,2759
1623679200000,2021-06-14 14:00:00,USDC/USDT,0.99970000,0.99980000,0.99940000,0.99940000,6950622.91000000,6947550.98457900,2547
1623675600000,2021-06-14 13:00:00,USDC/USDT,0.99990000,1.00000000,0.99950000,0.99970000,13622577.06000000,13618676.51506500,3845
1623672000000,2021-06-14 12:00:00,USDC/USDT,1.00020000,1.00030000,0.99990000,1.00000000,4224504.25000000,4224661.68011000,2036
1623668400000,2021-06-14 11:00:00,USDC/USDT,1.00000000,1.00020000,0.99990000,1.00020000,3017027.33000000,3017189.93651700,1404
1623664800000,2021-06-14 10:00:00,USDC/USDT,1.00000000,1.00040000,0.99970000,1.00010000,9423599.99000000,9424845.20453900,2588
1623661200000,2021-06-14 09:00:00,USDC/USDT,0.99990000,1.00030000,0.99980000,1.00010000,6326577.01000000,6326608.05848400,1923
1623657600000,2021-06-14 08:00:00,USDC/USDT,0.99990000,1.00000000,0.99980000,1.00000000,4563018.09000000,4562586.45943700,2054
1623654000000,2021-06-14 07:00:00,USDC/USDT,1.00000000,1.00000000,0.99980000,0.99990000,3206495.40000000,3206169.80652900,1329
1623650400000,2021-06-14 06:00:00,USDC/USDT,0.99980000,1.00010000,0.99980000,1.00000000,4802613.73000000,4802412.54665300,2131
1623646800000,2021-06-14 05:00:00,USDC/USDT,0.99980000,1.00020000,0.99940000,0.99990000,7655749.29000000,7654826.60176500,2750
1623643200000,2021-06-14 04:00:00,USDC/USDT,0.99980000,1.00020000,0.99970000,0.99980000,2104981.19000000,2104835.81440200,1182
1623639600000,2021-06-14 03:00:00,USDC/USDT,0.99990000,1.00000000,0.99970000,0.99980000,2319205.37000000,2318893.93620100,1077
1623636000000,2021-06-14 02:00:00,USDC/USDT,1.00010000,1.00030000,0.99980000,0.99990000,6386461.77000000,6387065.87964500,2211
1623632400000,2021-06-14 01:00:00,USDC/USDT,0.99980000,1.00020000,0.99970000,1.00000000,7389295.73000000,7389295.32302600,2879
1623628800000,2021-06-14 00:00:00,USDC/USDT,1.00000000,1.00000000,0.99970000,0.99980000,2257763.27000000,2257288.03670200,1107
1623625200000,2021-06-13 23:00:00,USDC/USDT,1.00000000,1.00000000,0.99970000,0.99990000,4992988.19000000,4992260.99367700,1896
1623621600000,2021-06-13 22:00:00,USDC/USDT,0.99960000,1.00000000,0.99940000,0.99990000,5116325.69000000,5114714.05696700,1742
1623618000000,2021-06-13 21:00:00,USDC/USDT,0.99970000,0.99990000,0.99950000,0.99960000,5038566.97000000,5037011.48288400,1886
1623614400000,2021-06-13 20:00:00,USDC/USDT,0.99970000,1.00020000,0.99950000,0.99960000,9024288.84000000,9022224.85274900,3207
1623610800000,2021-06-13 19:00:00,USDC/USDT,0.99990000,1.00010000,0.99950000,0.99970000,7704134.83000000,7702337.92624000,2248
1623607200000,2021-06-13 18:00:00,USDC/USDT,0.99970000,0.99990000,0.99950000,0.99990000,2934276.25000000,2933270.29163500,1487
1623603600000,2021-06-13 17:00:00,USDC/USDT,0.99980000,0.99990000,0.99950000,0.99960000,5647331.08000000,5645840.34133000,1780
1623600000000,2021-06-13 16:00:00,USDC/USDT,0.99990000,1.00000000,0.99960000,0.99980000,6270305.63000000,6268866.64981300,2062
1623596400000,2021-06-13 15:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,0.99990000,3826128.77000000,3826169.65420700,1792
1623592800000,2021-06-13 14:00:00,USDC/USDT,0.99970000,1.00000000,0.99970000,1.00000000,3476647.26000000,3476425.39285400,1386
1623589200000,2021-06-13 13:00:00,USDC/USDT,0.99990000,1.00000000,0.99960000,0.99970000,3541626.55000000,3541015.78975200,1432
1623585600000,2021-06-13 12:00:00,USDC/USDT,0.99990000,1.00010000,0.99970000,0.99990000,3014671.73000000,3014323.83821100,1580
1623582000000,2021-06-13 11:00:00,USDC/USDT,0.99990000,1.00000000,0.99980000,0.99990000,2300817.28000000,2300632.35576600,1283
1623578400000,2021-06-13 10:00:00,USDC/USDT,1.00010000,1.00010000,0.99980000,0.99990000,1859481.09000000,1859250.74413800,1220
1623574800000,2021-06-13 09:00:00,USDC/USDT,0.99990000,1.00010000,0.99990000,1.00010000,1917887.45000000,1917880.31847500,1597
1623571200000,2021-06-13 08:00:00,USDC/USDT,1.00000000,1.00010000,0.99990000,1.00000000,1449059.98000000,1449055.59774100,1682
1623567600000,2021-06-13 07:00:00,USDC/USDT,0.99990000,1.00010000,0.99990000,1.00000000,2811481.57000000,2811546.67280100,1558
1623564000000,2021-06-13 06:00:00,USDC/USDT,1.00000000,1.00010000,0.99990000,1.00000000,2653224.92000000,2653223.86673800,1208
1623560400000,2021-06-13 05:00:00,USDC/USDT,0.99980000,1.00000000,0.99970000,1.00000000,2101000.71000000,2100665.70192200,886
1623556800000,2021-06-13 04:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99980000,2019253.37000000,2018947.78069500,732
1623553200000,2021-06-13 03:00:00,USDC/USDT,1.00010000,1.00010000,0.99940000,0.99990000,5555917.38000000,5554456.77330300,1350
1623549600000,2021-06-13 02:00:00,USDC/USDT,1.00010000,1.00030000,1.00000000,1.00010000,7494332.58000000,7495491.02511600,1715
1623546000000,2021-06-13 01:00:00,USDC/USDT,0.99980000,1.00010000,0.99980000,1.00010000,1219497.35000000,1219415.52783300,805
1623542400000,2021-06-13 00:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,0.99990000,2340314.28000000,2340224.63052300,1383
1623538800000,2021-06-12 23:00:00,USDC/USDT,0.99990000,1.00000000,0.99980000,1.00000000,928986.39000000,928924.50618200,843
1623535200000,2021-06-12 22:00:00,USDC/USDT,1.00000000,1.00010000,0.99970000,0.99990000,2114223.08000000,2113813.61070600,1116
1623531600000,2021-06-12 21:00:00,USDC/USDT,1.00000000,1.00010000,0.99990000,1.00010000,1747643.55000000,1747649.26330700,1185
1623528000000,2021-06-12 20:00:00,USDC/USDT,0.99990000,1.00000000,0.99980000,1.00000000,1765609.38000000,1765393.12358300,903
1623524400000,2021-06-12 19:00:00,USDC/USDT,1.00010000,1.00030000,0.99980000,0.99990000,5703953.06000000,5704511.00424300,1462
1623520800000,2021-06-12 18:00:00,USDC/USDT,0.99990000,1.00010000,0.99990000,1.00000000,1156025.54000000,1155986.13504600,1107
1623517200000,2021-06-12 17:00:00,USDC/USDT,1.00000000,1.00000000,0.99990000,1.00000000,1358646.96000000,1358582.54304700,1415
1623513600000,2021-06-12 16:00:00,USDC/USDT,0.99990000,1.00020000,0.99980000,0.99990000,4257109.13000000,4257193.10008800,1981
1623510000000,2021-06-12 15:00:00,USDC/USDT,0.99970000,0.99990000,0.99960000,0.99990000,3838855.32000000,3837972.24272600,1536
1623506400000,2021-06-12 14:00:00,USDC/USDT,0.99990000,1.00000000,0.99960000,0.99960000,5710575.04000000,5709906.44546400,1956
1623502800000,2021-06-12 13:00:00,USDC/USDT,0.99990000,1.00000000,0.99980000,0.99990000,2850881.19000000,2850515.36797500,2041
1623499200000,2021-06-12 12:00:00,USDC/USDT,0.99980000,1.00010000,0.99970000,1.00000000,6805994.88000000,6805487.26744600,2449
1623495600000,2021-06-12 11:00:00,USDC/USDT,0.99960000,0.99980000,0.99960000,0.99970000,2227940.13000000,2227260.36232000,1348
1623492000000,2021-06-12 10:00:00,USDC/USDT,0.99990000,1.00010000,0.99960000,0.99970000,6946093.21000000,6945434.13970000,2752
1623488400000,2021-06-12 09:00:00,USDC/USDT,0.99980000,1.00000000,0.99970000,0.99980000,5293411.05000000,5292480.58190100,2115
